'Elapsed time','ECG 1','ECG 2','ECG 3','ECG 4'
'hh:mm:ss.mmm','mV','mV','mV','mV'
'0:07.782',0.060,-0.320,-0.660,-0.640
'0:07.784',0.060,-0.300,-0.660,-0.640
'0:07.786',0.070,-0.290,-0.670,-0.640
'0:07.788',0.060,-0.290,-0.660,-0.630
'0:07.790',0.060,-0.290,-0.650,-0.630
'0:07.792',0.050,-0.270,-0.650,-0.620
'0:07.794',0.040,-0.260,-0.640,-0.620
'0:07.796',0.050,-0.260,-0.650,-0.620
'0:07.798',0.070,-0.260,-0.650,-0.630
'0:07.800',0.080,-0.250,-0.630,-0.640
'0:07.802',0.090,-0.250,-0.630,-0.640
'0:07.804',0.090,-0.240,-0.620,-0.640
'0:07.806',0.060,-0.240,-0.600,-0.600
'0:07.808',0.030,-0.230,-0.580,-0.600
'0:07.810',0.040,-0.230,-0.600,-0.620
'0:07.812',0.070,-0.240,-0.610,-0.630
'0:07.814',0.100,-0.230,-0.600,-0.640
'0:07.816',0.130,-0.220,-0.590,-0.640
'0:07.818',0.140,-0.210,-0.580,-0.650
'0:07.820',0.150,-0.190,-0.580,-0.660
'0:07.822',0.160,-0.180,-0.590,-0.650
'0:07.824',0.170,-0.190,-0.600,-0.670
'0:07.826',0.180,-0.200,-0.610,-0.700
'0:07.828',0.200,-0.210,-0.610,-0.720
'0:07.830',0.210,-0.190,-0.610,-0.720
'0:07.832',0.230,-0.160,-0.620,-0.730
'0:07.834',0.230,-0.120,-0.610,-0.740
'0:07.836',0.230,-0.080,-0.600,-0.730
'0:07.838',0.260,-0.080,-0.590,-0.750
'0:07.840',0.270,-0.080,-0.590,-0.770
'0:07.842',0.280,-0.090,-0.590,-0.790
'0:07.844',0.300,-0.090,-0.600,-0.800
'0:07.846',0.320,-0.090,-0.590,-0.810
'0:07.848',0.350,-0.070,-0.550,-0.800
'0:07.850',0.350,-0.030,-0.520,-0.780
'0:07.852',0.350,-0.010,-0.500,-0.780
'0:07.854',0.350,0.000,-0.490,-0.790
'0:07.856',0.350,-0.020,-0.480,-0.790
'0:07.858',0.350,-0.020,-0.490,-0.800
'0:07.860',0.340,-0.040,-0.490,-0.800
'0:07.862',0.340,-0.040,-0.480,-0.790
'0:07.864',0.330,-0.020,-0.470,-0.760
'0:07.866',0.330,-0.020,-0.460,-0.760
'0:07.868',0.320,-0.020,-0.450,-0.750
'0:07.870',0.320,-0.020,-0.440,-0.740
'0:07.872',0.300,-0.030,-0.430,-0.730
'0:07.874',0.300,-0.050,-0.430,-0.730
'0:07.876',0.300,-0.060,-0.440,-0.700
'0:07.878',0.290,-0.050,-0.440,-0.670
'0:07.880',0.280,-0.060,-0.410,-0.650
'0:07.882',0.260,-0.060,-0.400,-0.640
'0:07.884',0.240,-0.050,-0.390,-0.620
'0:07.886',0.220,-0.070,-0.370,-0.590
'0:07.888',0.180,-0.100,-0.350,-0.550
'0:07.890',0.140,-0.110,-0.320,-0.500
'0:07.892',0.080,-0.120,-0.280,-0.440
'0:07.894',0.050,-0.140,-0.250,-0.410
'0:07.896',0.030,-0.160,-0.220,-0.380
'0:07.898',0.000,-0.170,-0.200,-0.360
'0:07.900',-0.010,-0.170,-0.180,-0.330
'0:07.902',-0.040,-0.160,-0.160,-0.290
'0:07.904',-0.080,-0.160,-0.120,-0.230
'0:07.906',-0.120,-0.160,-0.090,-0.160
'0:07.908',-0.150,-0.180,-0.050,-0.130
'0:07.910',-0.180,-0.200,-0.030,-0.110
'0:07.912',-0.200,-0.210,-0.010,-0.100
'0:07.914',-0.210,-0.210,0.010,-0.060
'0:07.916',-0.220,-0.210,0.030,-0.030
'0:07.918',-0.250,-0.190,0.050,0.020
'0:07.920',-0.270,-0.170,0.080,0.080
'0:07.922',-0.270,-0.170,0.110,0.120
'0:07.924',-0.280,-0.190,0.130,0.130
'0:07.926',-0.280,-0.210,0.140,0.140
'0:07.928',-0.290,-0.220,0.150,0.150
'0:07.930',-0.300,-0.220,0.160,0.170
'0:07.932',-0.310,-0.200,0.190,0.200
'0:07.934',-0.330,-0.150,0.210,0.230
'0:07.936',-0.330,-0.130,0.210,0.230
'0:07.938',-0.320,-0.130,0.220,0.240
'0:07.940',-0.320,-0.140,0.220,0.240
'0:07.942',-0.320,-0.150,0.200,0.230
'0:07.944',-0.320,-0.160,0.190,0.220
'0:07.946',-0.320,-0.170,0.210,0.230
'0:07.948',-0.320,-0.140,0.220,0.240
'0:07.950',-0.320,-0.120,0.220,0.230
'0:07.952',-0.330,-0.120,0.230,0.230
'0:07.954',-0.330,-0.130,0.220,0.230
'0:07.956',-0.320,-0.150,0.210,0.210
'0:07.958',-0.310,-0.170,0.200,0.210
'0:07.960',-0.300,-0.170,0.190,0.200
'0:07.962',-0.300,-0.150,0.190,0.210
'0:07.964',-0.300,-0.140,0.190,0.230
'0:07.966',-0.290,-0.130,0.170,0.220
'0:07.968',-0.280,-0.130,0.160,0.210
'0:07.970',-0.280,-0.150,0.160,0.200
'0:07.972',-0.290,-0.170,0.150,0.200
'0:07.974',-0.290,-0.180,0.150,0.210
'0:07.976',-0.310,-0.160,0.150,0.220
'0:07.978',-0.310,-0.150,0.150,0.200
'0:07.980',-0.300,-0.160,0.140,0.190
'0:07.982',-0.280,-0.170,0.140,0.190
'0:07.984',-0.270,-0.160,0.140,0.180
'0:07.986',-0.260,-0.160,0.140,0.180
'0:07.988',-0.260,-0.160,0.140,0.170
'0:07.990',-0.260,-0.150,0.140,0.180
'0:07.992',-0.260,-0.160,0.140,0.170
'0:07.994',-0.270,-0.170,0.130,0.150
'0:07.996',-0.270,-0.180,0.130,0.150
'0:07.998',-0.260,-0.180,0.120,0.160
